,Unnamed: 0,sentence_id,sentence,status,tense
72,13141,NWRW1800000025.92.2.1,자신감을 되찾은 게 /큰/ 수확”이라며 만족스러워했다.,x,xx
73,86049,NWRW1800000049.236.4.1,/새로운/ 메이저 퀸의 시선은 더 /큰/ 무대를 향하고 있었다.,x,xx
74,85102,NWRW1800000049.169.4.1,역도 연맹 관계자는 /“피해자인/ 황우만 선수(21)의 부상 정도(전치 6주)와 역도계의 폭행 재발 방지를 /위한/ 경고 차원에서 중징계를 결정했다”고 말했다.,x,xx
75,99348,NWRW1800000054.244.1.1,세상에 /나눔의/ 의리가 조금이라도 /퍼질/ 수 있다면 평생 의리를 /외칠/ 겁니다.,x,xx
76,15228,NWRW1800000025.332.9.5,들어가 보니 (박하향이 /나는/) 담배에 /대한/ 선전물을 /담은/ 가로세로 40cm 안팎의 광고판이 6개나 보였다.,x,xx
77,53657,NWRW1800000038.230.4.4,"국내 리그는 전통적으로 (((골밑에서 확실하게 득점을 올릴 수 /있는/) [일대일 공격 능력]이 있고, 많은 리바운드를 /잡아내는/) [투사형 선수]를 /선호하는/) [경향]이 있다.",bbn,pspapa
78,26367,NWRW1800000029.187.4.2,소속사 측은 “문제가 원만하게 해결되길 바란다”고 밝혔지만 (3명의 멤버가 계약 해지 요구를 /철회할/) [가능성]은 높지 않다.,m,fu
79,90741,NWRW1800000052.212.6.2,도시를 공부하는 학자들은 물론 서울시 관료들은 여전히 (그가 /쓴/) [<서울 도시계획이야기>] 등의 저서를 중요한 ‘고전’으로 읽으며 (도시계획과 관련된 과거 역사를 /되짚는/) [기회]를 얻고 있다.,cn,ptps
80,79101,NWRW1800000046.393.3.1,"""노무현은 /변형된/ 공산주의자"" 고영주 이사장(방문진) 발언 또 시끌",x,xx
81,27332,NWRW1800000029.296.5.2,실제 /많은/ M&A 전문가는 이번 현대건설 매각 과정이 국내 M&A 역사에 ‘나쁜 사례’로 남을 것이라고 지적한다.,x,xx
82,75601,NWRW1800000046.92.11.5,"악플이야말로 소통의 가장 /큰/ 적(敵)이고요."" 선플운동본부 운영비는 대부분 그의 사비로 충당해왔다.",x,xx
83,5410,NWRW1800000022.174.4.3,이날부터 15일까지 해운대 그랜드호텔에서 /열리는/ '부산콘텐츠마켓(BCM) 2009'에 참가하기 위해서다.,x,xx
84,56580,NWRW1800000040.13.14.3,지난해 /신고한/ 재산을 보면 아파트 한 채(경기도 과천 6억여원)와 배우자·자녀 예금(2억여원)이 전부이고 군대도 현역으로 만기 제대해 재산·병역과 /관련한/ 검증은 상대적으로 무난하지 /않겠느냐는/ 관측이 나온다.,x,xx
85,5718,NWRW1800000022.208.6.1,"(강 대표 일행을 /따르던/) [지지자 50여명]이 ""야당탄압 중단하라"" ""청와대로 가자"" 등의 구호를 외치며 경찰과 대치하다 서울광장으로 돌아와 시위대에 합류했다.",b,pt
86,74006,NWRW1800000045.396.3.4,김영삼 전 대통령의 연하장을 /디자인한/ 업체 ‘에스투비(STOB)’는 당초 23일 연하장 인쇄를 /주문할/ 계획이었다.,x,xx
87,99416,NWRW1800000054.249.5.3,부산 송도해상케이블카는 바다 위를 지나는 국내 케이블카 중 가장 노선이 길다.,x,xx
88,49339,NWRW1800000037.261.3.3,주인공은 지난해 12월 30일 급성패혈증으로 세상을 /떠난/ ‘신바람 전도사’ 황수관 연세대 외래교수(67).,x,xx
89,5349,NWRW1800000022.168.5.5,1947년 파키스탄이 인도에서 /분리·독립하던/ 때 이후 최대의 인도주의적 재난이다.,x,xx
90,92385,NWRW1800000052.378.7.1,이와 관련해 임종룡 금융위원장은 “(분식회계 의혹이 /있다는/) [보고]를 듣고 금융감독원에서 감리에 착수한 것”이라며 “(정황에 /대한/) [의심]은 있었지만 실사는 분명한 증거를 찾기 위한 것”이라고 말했다.,ma,pspa
91,7657,NWRW1800000022.386.4.1,"안 시장은 2일 인천시청에서 '시민친화적 내항 활용 범시민대책위원회(이하 대책위)'와 간담회를 갖고 ""내항 재개발지역에 주거시설을 지어 개발이익을 /내는/ 것에 절대 반대하며, 가능하면 국·시비를 들여 문화시설 등 친수공간으로 조성해야 한다""고 말했다.",x,xx
92,59256,NWRW1800000040.300.14.4,그는 /“잘하는/ 선수 몇 명에 /매달리는/ 것보다 /좋은/ 선수를 /키우는/ 것도 중요하다.,x,xx
93,36287,NWRW1800000032.365.3.1,재보선 결과에 따라 청와대 참모진 개편도 /이뤄질/ 수 있다.,x,xx
94,61891,NWRW1800000041.112.12.2,남성택 한양대 건축학부 교수는 “DDP는 (좋은 의미에서든 나쁜 의미에서든 사람들의 입에 자주 오르내리며 누구나 /기억하는/) [기념비적인 건축물]이 될 것이다.,c,fu
95,61711,NWRW1800000041.101.6.1,"모든 직원들에게 승진의 기회와 가능성을 열어두고, 성과에 걸맞게 파격적으로 연봉을 인상하며, /다양한/ 포상제도를 마련해 두었다.",x,xx
96,102232,NWRW1800000056.31.13.1,공정위가 실태조사를 해서 압박이라도 해주면 /좋겠다는/ 생각에 우리는 공정위를 찾는다”며 “(공정위 판단에 /대한)/ 사법 결과 때문에 공정위가 /위축되는/ 것은 이해가 가지 않는다”고 했다.,x,xx
97,77358,NWRW1800000046.240.6.1,(인터넷 동영상으로 골프를 /독학했다는/) [그]는 평균 드라이버샷 거리가 250m라고 한다.,b,pt
98,19809,NWRW1800000026.322.6.3,"여민지의 일기엔 (""스물한 살엔 유럽 무대에 진출해 첫 시즌에 25경기 40득점으로 득점왕이 되고 /싶다""는/) [꿈]이 담겨 있다.",m,ps
99,101288,NWRW1800000054.399.4.9,"/정상적인/ 비행궤도로 /발사될/ 경우 최대 사거리는 4일 미사일은 /7000~8000㎞였던/ 반면, 28일 미사일은 1만㎞ /이상일/ 것으로 추정됐다.",x,xx
100,102477,NWRW1800000056.58.17.2,(북한에 /관한/) [미-중 갈등]도 있을 수 있지 않나?,a,pa
101,8767,NWRW1800000024.48.2.2,"엘지전자가 올해 10여종 이상의 스마트폰을 내놓고, 상반기 중저가 전략폰 출시 및 중국 마케팅 2배 확대 등의 방침을 /세운/ 것도 이런 배경이 깔려 있다.",x,xx
102,58817,NWRW1800000040.257.10.1,‘임금피크제’와 (올해 입사자부터 새 임금체계를 /적용하는/) [‘이중임금제’]도 사쪽 수정 요구안에 들어 있다.,b,fu
103,52393,NWRW1800000038.110.5.5,(당시 결승전에서 중국을 상대로 해트트릭을 /터뜨렸던/) [김성희]는 북한 당국으로부터 '노력영웅'과 '인민체육인' 칭호를 받기도 했다.,a,pt
104,2770,NWRW1800000021.368.1.1,김 과장은 또 “노동조합법은 사용자가 전적으로 전임자에게 임금을 지급하는 것을 금지하고 있으나 노사교섭 등 핵심적인 노조활동은 예외로 한다”며 “전임자 임금지급 금지는 ‘노조 일만 /하는/ 노조 간부의 급여는 조합이 부담하는 것이 원칙’이기 때문에 이를 확립하려는 것이지 노조활동을 방해하려는 것이 아니다”라고 덧붙였다.,x,xx
105,39045,NWRW1800000033.162.4.3,(전교조와 단체협약을 /맺은/) [교육청]은 현재 서울 부산 광주 경기 강원 전북 전남 등 7곳.,x,xx
106,54805,NWRW1800000038.315.2.1,[특파원 리포트] 과잉 규제 그냥 /둔/ 채 창조경제 어렵다,x,xx
107,84542,NWRW1800000049.112.10.3,"(특히 독일 이스라엘 등이 고온에서 불투명하게 색깔을 /내는/) [방법]을 쓰고 있는데, 저처럼 투명하게 색을 내지는 못해요.",n,pa
108,59712,NWRW1800000040.363.7.3,(사회 지도층 범죄에 /대한/) 공정한 [법집행]이 필요하다.,a,pa
109,54586,NWRW1800000038.299.11.2,"/많은/ 사람이 나처럼 느꼈기에 자원봉사에 /나섰던/ 것""이라고 했다.",x,xx
110,87105,NWRW1800000049.315.4.1,"정부는 (면세점 특허 기간을 현행 5년에서 10년으로 늘리고 시내 면세점 1, 2곳에 신규 면허를 /주는/) [방안]을 검토하고 있는 것으로 알려졌다.",n,pa
111,49577,NWRW1800000037.280.4.1,"청사 구내식당을 벗어나 대전이나 조치원, 공주로 가서 점심 식사를 해결할 수 있고, 저녁 때는 전주, 군산까지도 한 시간 /남짓한/ 시간에 갈 수 있다.",x,xx
112,74577,NWRW1800000046.39.6.4,한·일 양국이 /협력해가는/ 데 대해 미국이 뭔가 /할/ 일이 /있을/ 거다.,x,xx
113,81876,NWRW1800000048.297.7.1,"<친북인명사전>은 (2010년 우파단체 ‘국가정상화추진위원회’가 주도해 100명을 /꼽은/) [명단]으로, 고 이사장은 방문진 이사장으로 선임되기 전까지 이 단체의 위원장으로 활동했다.",k,pt
114,27601,NWRW1800000029.332.5.2,▷(서울 동작문화원 앞에 /세워진/) [김우중 전 동작구청장의 송덕비]가 눈총을 받고 있다.,b,pt
115,21430,NWRW1800000028.51.5.2,(지난해 크리스마스에 (북한 최고 /지도자인/) [김정일 국방위원장]에게 정치범 수용소 폐쇄와 종교의 자유를 호소하겠다며 “신의 사랑을 가지고 간다”고 외치면서 스스로 두만강을 건너 북한에 /들어갔던/) [로버트 박]은 북한 당국에 무단 입국 혐의로 체포됐다.,qa,pspt
116,62545,NWRW1800000041.147.9.1,사실상 (돈을 내고 한류 콘텐츠를 /즐기는/) [사람]이 없는 셈이다.,n,pa
117,37227,NWRW1800000033.19.4.3,안드로이드폰과 아이폰에서 모두 /내려받을/ 수 있다.,x,xx
118,84428,NWRW1800000049.107.4.1,파주출판도시 ‘14회 어린이책잔치’… 5일부터 8일까지 /다양한/ 체험행사,x,xx
119,83461,NWRW1800000049.32.6.1,2009년 21억6480만 달러에서 6년 새 갑절 수준으로 /성장한/ 것이다.,x,xx
120,10079,NWRW1800000024.211.5.4,"특히 (창업 3개월 안에 흑자를 /달성한/) [기업]은 신규 창업이 34.1%에 불과한 반면, 재창업의 경우 55.4%에 이르렀다.",a,pt
121,72940,NWRW1800000045.267.10.2,((이를 잘 알고 /있을/) [여야 정치권]이 언론인이 누구인지에 대한 정의조차 제대로 내리지 않고 기습적으로 부정부패 방지법에 ‘언론인’을 /포함시킨/) [이유]는 뭘까?,bo,fupt
122,88880,NWRW1800000052.46.5.1,"2011년 1조4137억원에서 조금씩 줄어들고 있지만, 여전히 1조원 이상 고액이 유흥업소에서 사용되고 /있는/ 셈이다.",x,xx
123,49854,NWRW1800000037.306.3.3,"대화록을 국가기록원에 보내면 (국가정보원이 갖고 /있는/) [대화록]도 대통령 지정 기록물 취급을 받아 그것마저 후임 대통령들이 최소 15년, 최대 30년간 볼 수 없게 되기에 (그런 상황을 막아주기 /위한/) [배려]였다고 말한다.",ca,pspt
124,46411,NWRW1800000036.393.6.4,"이한구 새누리당 원내대표는 “(이번 합의사항이) 사장 퇴진 문제로 흘러선 안 된다”고 말했지만, 다른 새누리당 핵심 당직자는 “이사회가 새로 구성되면 김재철 사장이 /교체될/ 가능성이 있다”고 말했다.",x,xx
125,35008,NWRW1800000032.194.5.3,(팝과 재즈를 넘나들며 살아있는 전설 반열에 /오른/) [토니 베닛]이 60년 동안 발표한 캐럴 중 대표곡을 엄선한 <더 클래식 크리스마스 앨범>이 발매됐다.,b,pt
126,38052,NWRW1800000033.77.7.1,((17일 자메이카에서 /열리는/) [총회]를 앞두고 ISA가 /발표한/) [자료]에 따르면 공해상의 심해자원 개발 신청을 한 국가는 한국 중국 프랑스 러시아 벨기에 등 17개국에 이른다.,ac,fupt
127,60941,NWRW1800000041.43.9.2,더구나 인은 맛을 좋게 하고 제조 과정에서 구성 성분을 부드럽게 섞이게 /한다는/ 점 때문에 커피믹스나 콜라 등 가공식품의 첨가물로도 많이 들어간다.,x,xx
128,69217,NWRW1800000044.276.10.1,축구협회 바깥에선 자기확신이 강해 “다른 사람들의 생각에 지배당하지 않는다”는 홍 감독이나 (그를 /지지한/) [허 부회장] 등 현 협회 집행부가 냉정하고 객관적인 ‘자가 진단’을 할 수 있을지 의심하고 있다.,a,pt
129,17937,NWRW1800000026.171.4.1,현재 대남 공작을 /총괄하는/ 오극렬(대장) 국방위 부위원장이 20년간 당 작전부를 이끌었다.,x,xx
130,54679,NWRW1800000038.305.8.1,그런 그가 (요즘은 임기를 채우지 못할 /것이라는/) [말]이 나올 정도로 위기를 맞고 있다.,m,ps
131,90358,NWRW1800000052.182.9.1,"차성수 금천구청장은 (교육을 화두로 /한/) [<아이의 미래를 바꾸는 학교혁명>], 박홍섭 마포구청장은 (개인의 변혁에 가치를 /둔/) [<유러피언 드림>], 유종필 관악구청장은 (생활 속 도서관의 해답을 /제시하는/) [<세계도서관 기행>], 조은희 서초구청장은 소설 <데미안>을 추천했다.",bbb,paptpa
132,55218,NWRW1800000038.347.5.1,"청와대 관계자는 10일 ""(북한이 무력 도발을 일으킨다면 서해 NLL 일대가 /될/) [가능성]이 커 보인다""며 ""(연평도 포격과 /같은/) [도발]이라면 당연히 원점 타격을 할 것이고, NLL인근의 남쪽 해상에 미사일을 발사한다면 희생자가 발생하지 않아도 그에 걸맞은 조치를 취할 것""이라고 말했다.",na,fups
133,97941,NWRW1800000054.125.3.1,"(승부 조작 /구속됐던/) [농구스타 강동희] ""잘못 씻어지지 않겠지만 노력하겠다""",x,xx
134,101631,NWRW1800000054.426.4.1,국민의당과 바른정당 지도부가 공개적으로 통합 움직임을 보이자 (두 당의 친정 /격인/) [더불어민주당과 자유한국당]이 관련 동향에 촉각을 곤두세우고 있다.,q,ps
135,25484,NWRW1800000029.84.8.1,"4차전 우승 및 2, 3위 여부에 따라 시즌 챔피언이 결정되기 때문에 각 팀은 (최선을 다해 마지막 레이스를 /치른다는/) [각오]다.",m,ps
136,87535,NWRW1800000049.346.6.2,(문 전 대표는 백령도에서 하룻밤을 묵으며 주민과 군 관계자 등을 /격려할/) [예정]이다.,n,fu
137,21515,NWRW1800000028.61.7.3,“이번 사태는 이명박 정부의 문화 정책이 얼마나 못돼먹고 황당한가를 /보여주는/ 일이다.,x,xx
